Sample,X,Y,Z
557,0.8386,0.0005,0.4373
558,0.9841,0.0894,0.1201
559,1.0115,-0.1467,-0.4751
560,0.8933,-0.1064,0.1660
561,1.0447,0.4243,0.2239
562,0.9373,-0.3086,-0.3052
563,1.0972,-0.0796,-0.0176
564,0.8923,0.1628,0.4558
565,0.9021,-0.2034,-0.1863
566,1.1462,0.2590,-0.2925
567,0.9009,0.1292,0.4231
568,0.9048,-0.2971,0.2288
569,1.3005,0.0786,-0.4146
570,1.0083,0.1682,-0.0276
571,0.8452,-0.0808,0.4761
572,1.1050,-0.0537,-0.1365
573,1.1118,0.2439,-0.2656
574,0.7798,-0.1641,0.3472
575,0.9973,0.0217,0.0044
576,1.0464,0.0940,-0.3118
577,0.7876,-0.0759,0.1145
578,1.0603,0.2209,0.5007
579,1.0300,-0.3201,-0.3140
580,0.8914,-0.1436,0.0540
581,1.0925,0.5898,0.8425
582,0.8560,-0.6089,0.0496
583,1.1775,0.1545,0.0381
584,0.7751,0.3228,1.1306
585,0.9556,-0.0918,0.4238
586,1.1921,-0.1194,0.1360
587,0.7253,0.0591,0.8528
588,0.9968,0.5903,1.2371
589,1.1428,-0.1819,0.0906
590,0.9331,-0.1414,0.5015
591,0.8005,0.4565,1.5847
592,0.9751,0.1692,0.6890
593,1.3062,-0.0320,0.2773
594,0.8882,-0.3196,1.0474
595,0.8960,0.5642,1.3794
596,0.9470,0.0015,0.5789
597,1.2400,-0.0850,0.3577
598,1.0017,0.2373,1.3054
599,0.9233,-0.0183,1.0298
600,1.1931,0.1433,0.7107
601,1.0894,0.1204,0.9019
602,0.8481,0.1016,1.6206
603,1.3198,0.2878,1.0786
604,1.2058,-0.1260,0.4653
605,1.0476,0.0176,1.4128
606,0.9353,0.4102,1.9675
607,0.9744,-0.2112,0.3416
608,1.2163,0.0476,0.5718
609,1.0239,0.4851,1.5942
610,0.3508,-0.4048,1.5535
611,1.3237,0.3301,0.7778
612,1.1274,0.0127,0.5278
613,0.8523,-0.0225,1.2449
614,0.8484,0.1509,1.9021
615,1.0649,-0.2668,1.1548
616,1.0242,0.2993,0.3865
617,1.1248,-0.0063,1.2498
618,0.9175,-0.0002,1.8354
619,0.5925,-0.1233,1.1560
620,1.1558,0.0696,0.8286
621,1.2751,0.4214,1.1243
622,0.7742,-0.4573,1.0828
623,1.0261,0.1521,1.6775
624,1.1433,0.2554,1.1121
625,0.9177,-0.2256,0.8210
626,1.1030,0.1619,1.4673
627,0.9399,0.2747,1.6079
628,0.9705,-0.2366,1.2458
629,1.0933,-0.0706,0.8579
630,1.0112,0.2761,1.0288
631,1.0513,0.2222,1.5884
632,1.1199,-0.0881,1.3503
633,0.8872,-0.2993,1.0786
634,1.0164,0.0959,1.1091
635,1.0945,0.4253,1.4636
636,1.0063,-0.0613,1.1450
637,1.0632,-0.0857,1.1648
638,0.9265,0.0852,0.9558
639,1.0642,0.2236,1.4636
640,0.9136,0.0525,1.0679
641,0.8589,-0.1763,1.2769
642,1.1895,0.5300,1.2515
643,0.9568,-0.2551,0.9539
644,1.0425,0.0049,1.0786
645,0.9500,0.0142,1.2566
646,1.0591,0.3777,1.4810
647,0.8110,-0.1978,1.1558
648,1.0376,-0.0449,1.1177
649,1.0571,0.3074,1.1167
650,1.0427,-0.0999,1.0544
651,0.9626,-0.0613,1.0457
652,1.0935,0.1108,1.0652
653,0.9978,0.3120,1.1931
654,1.0542,-0.2144,1.0903
655,1.0476,-0.0486,1.2625
656,1.0532,0.1216,1.1245
657,0.9722,0.1870,1.1060
658,1.0347,-0.0132,1.1450
659,0.9597,-0.0964,1.0818
660,0.9790,0.1531,1.2104
661,0.9470,0.0540,1.0134
662,0.9536,-0.0784,0.9019
663,1.0825,0.0732,1.0669
664,0.9900,0.0718,1.0886
665,0.9731,-0.0845,0.9741
666,0.9810,0.0293,0.9771
667,1.0405,0.0933,1.0903
668,0.9558,0.0767,1.0896
669,0.9644,-0.0403,0.9858
670,0.9912,0.0593,0.9702
671,1.0105,0.1357,0.9998
672,1.0007,0.0381,0.9880
673,1.0190,-0.0098,0.8989
674,1.0571,0.0642,0.9116
675,1.0063,0.0308,0.8569
676,1.0154,0.0244,0.8494
677,1.0386,0.0867,0.7446
678,1.0015,0.0225,0.6636
679,0.9790,0.0276,0.6421
680,1.0020,0.0139,0.5415
681,1.0203,0.0410,0.4138
682,1.0356,0.0161,0.3606
683,1.0103,-0.0332,0.2871
684,1.0476,-0.0220,0.2654
685,1.0200,-0.0254,0.2866
686,0.9880,-0.0505,0.3010
687,0.9927,-0.0139,0.3059
688,0.9946,-0.0300,0.2998
689,1.0115,-0.0134,0.2825
690,0.9761,-0.0259,0.2974
691,1.0015,-0.0007,0.3044
692,0.9880,0.0300,0.3210
693,0.9656,0.0132,0.3152
694,0.9683,0.0078,0.3105
695,1.0054,0.0085,0.2732
696,0.9714,-0.0210,0.2410
697,0.9910,0.0066,0.2126
698,0.9802,-0.0093,0.2124
699,0.9829,0.0051,0.1748
700,0.9819,-0.0400,0.1450
701,0.9753,-0.0286,0.1240
702,0.9871,-0.0068,0.0730
703,1.0005,0.0359,0.0933
704,0.9956,-0.0034,0.0154
705,0.9910,-0.0046,0.0635
706,0.9829,0.0117,0.0779
707,1.0024,0.0171,0.0410
708,0.9800,0.0205,0.0396
709,0.9851,0.0271,0.0747
710,0.9763,0.0220,0.0769
711,0.9851,0.0017,0.0264
712,0.9990,0.0298,0.0178
713,0.9624,0.0381,0.0391
714,0.9819,0.0156,0.0098
715,1.0032,0.0286,-0.0364
716,0.9915,0.0237,-0.0522
717,0.9741,0.0422,0.0015
718,0.9832,0.0349,-0.0168
719,0.9763,0.0386,-0.0164
720,0.9624,0.0225,-0.0376
721,0.9585,0.0234,0.0034
722,0.9714,0.0271,-0.0286
723,0.9839,0.0332,-0.0745
724,0.9685,-0.0120,-0.0745
725,0.9897,0.0159,-0.0728
726,0.9731,-0.0015,-0.0591
727,0.9919,0.0127,-0.1138
728,0.9751,-0.0149,-0.0901
729,0.9871,0.0156,-0.1118
730,0.9956,0.0215,-0.1243
731,0.9800,-0.0046,-0.1387
732,0.9861,0.0107,-0.1304
733,0.9917,0.0422,-0.1511
734,0.9988,0.0229,-0.1785
735,1.0173,0.0327,-0.1355
736,0.9966,0.0212,-0.1296
737,1.0046,0.0144,-0.1211
738,1.0151,0.0417,-0.1096
739,1.0034,0.0051,-0.0671
740,0.9919,-0.0029,-0.0613
741,1.0007,0.0208,-0.0649
742,0.9958,0.0173,-0.0830
743,0.9849,-0.0046,-0.0771
744,0.9819,0.0071,-0.0671
745,0.9839,0.0076,-0.0801
746,0.9949,0.0049,-0.0725
747,0.9741,-0.0002,-0.0803
748,0.9807,-0.0112,-0.0647
749,0.9802,0.0269,-0.0762
750,0.9724,0.0049,-0.0935
751,0.9661,-0.0051,-0.0901
752,0.9771,0.0137,-0.0823
753,0.9724,0.0276,-0.0791
754,0.9744,0.0156,-0.1013
755,0.9937,0.0098,-0.0928
756,0.9800,-0.0129,-0.0959
757,0.9819,-0.0146,-0.0715
758,0.9832,0.0173,-0.0732
759,0.9917,0.0083,-0.0884
760,0.9917,-0.0249,-0.0872
761,0.9949,-0.0005,-0.0757
762,0.9946,0.0059,-0.0698
763,0.9910,-0.0015,-0.0815
764,0.9956,0.0200,-0.0481
765,0.9783,0.0142,-0.0532
766,0.9946,0.0208,-0.0276
767,0.9792,0.0002,-0.0256
768,0.9751,0.0061,-0.0298
769,0.9917,0.0623,-0.0146
770,0.9714,0.0281,-0.0173
771,0.9810,0.0142,0.0105
772,0.9812,0.0356,-0.0022
773,0.9744,0.0269,0.0095
774,0.9685,0.0344,0.0127
775,0.9832,0.0286,-0.0015
776,0.9790,0.0095,-0.0210
777,0.9829,0.0122,-0.0327
